Reference, FixingDate, EffectiveDate, MaturityDate, Value
USD-SOFRCMP-OFFSET2-3M,2017-01-09,2017-01-05,2017-04-05,0.005807448646471869
USD-SOFRCMP-OFFSET2-3M,2017-01-10,2017-01-06,2017-04-06,0.005835266344213608
USD-SOFRCMP-OFFSET2-3M,2017-01-11,2017-01-09,2017-04-10,0.00595602516847678
USD-SOFRCMP-OFFSET2-3M,2017-01-12,2017-01-10,2017-04-10,0.005964339296562038
USD-SOFRCMP-OFFSET2-3M,2017-01-13,2017-01-11,2017-04-11,0.005997721869073658
USD-SOFRCMP-OFFSET2-3M,2017-01-16,2017-01-12,2017-04-12,0.0060288791877365355
USD-SOFRCMP-OFFSET2-3M,2017-01-17,2017-01-12,2017-04-12,0.0060288791877365355
USD-SOFRCMP-OFFSET2-3M,2017-01-18,2017-01-13,2017-04-13,0.006060036740075603
USD-SOFRCMP-OFFSET2-3M,2017-01-19,2017-01-17,2017-04-17,0.006198014820459896
USD-SOFRCMP-OFFSET2-3M,2017-01-20,2017-01-18,2017-04-18,0.00623028644223389
USD-SOFRCMP-OFFSET2-3M,2017-01-23,2017-01-19,2017-04-19,0.00625699418418435
USD-SOFRCMP-OFFSET2-3M,2017-01-24,2017-01-20,2017-04-20,0.006288153510721983
USD-SOFRCMP-OFFSET2-3M,2017-01-25,2017-01-23,2017-04-24,0.006385246077833138
USD-SOFRCMP-OFFSET2-3M,2017-01-26,2017-01-24,2017-04-24,0.006400548804405659
USD-SOFRCMP-OFFSET2-3M,2017-01-27,2017-01-25,2017-04-25,0.006430596366150176
