Reference, FixingDate, EffectiveDate, MaturityDate, Value
USD-SOFRCMP-OFFSET2-3M,2020-01-21,2020-01-16,2020-04-16,0.009948320900280038
USD-SOFRCMP-OFFSET2-3M,2020-01-22,2020-01-17,2020-04-17,0.009780875102500565
USD-SOFRCMP-OFFSET2-3M,2020-01-23,2020-01-21,2020-04-21,0.00911451023520535
USD-SOFRCMP-OFFSET2-3M,2020-01-24,2020-01-22,2020-04-22,0.0089459982089586
USD-SOFRCMP-OFFSET2-3M,2020-01-27,2020-01-23,2020-04-23,0.008777493344169213
USD-SOFRCMP-OFFSET2-3M,2020-01-28,2020-01-24,2020-04-24,0.008608995640525348
USD-SOFRCMP-OFFSET2-3M,2020-01-29,2020-01-27,2020-04-27,0.008113477200163702
USD-SOFRCMP-OFFSET2-3M,2020-01-30,2020-01-28,2020-04-28,0.007948310993341546
USD-SOFRCMP-OFFSET2-3M,2020-01-31,2020-01-29,2020-04-29,0.007780949543818803
USD-SOFRCMP-OFFSET2-3M,2020-02-03,2020-01-30,2020-04-30,0.007613595160368621
USD-SOFRCMP-OFFSET2-3M,2020-02-04,2020-01-31,2020-04-30,0.007522304960989601
USD-SOFRCMP-OFFSET2-3M,2020-02-05,2020-02-03,2020-05-04,0.006925558924445865
USD-SOFRCMP-OFFSET2-3M,2020-02-06,2020-02-04,2020-05-04,0.006825541451083161
USD-SOFRCMP-OFFSET2-3M,2020-02-07,2020-02-05,2020-05-05,0.00665303301841913
USD-SOFRCMP-OFFSET2-3M,2020-02-10,2020-02-06,2020-05-06,0.006481644874984482
USD-SOFRCMP-OFFSET2-3M,2020-02-11,2020-02-07,2020-05-07,0.006310264062829418
USD-SOFRCMP-OFFSET2-3M,2020-02-12,2020-02-10,2020-05-11,0.00574459963387616
USD-SOFRCMP-OFFSET2-3M,2020-02-13,2020-02-11,2020-05-11,0.005632625753449361
USD-SOFRCMP-OFFSET2-3M,2020-02-14,2020-02-12,2020-05-12,0.005463506465044787
USD-SOFRCMP-OFFSET2-3M,2020-02-17,2020-02-13,2020-05-13,0.005295506850173659
USD-SOFRCMP-OFFSET2-3M,2020-02-18,2020-02-13,2020-05-13,0.005295506850173659
USD-SOFRCMP-OFFSET2-3M,2020-02-19,2020-02-14,2020-05-14,0.005125289214512385
USD-SOFRCMP-OFFSET2-3M,2020-02-20,2020-02-18,2020-05-18,0.004441200415798541
USD-SOFRCMP-OFFSET2-3M,2020-02-21,2020-02-19,2020-05-19,0.00426768234235908
USD-SOFRCMP-OFFSET2-3M,2020-02-24,2020-02-20,2020-05-20,0.00409528398696235
USD-SOFRCMP-OFFSET2-3M,2020-02-25,2020-02-21,2020-05-21,0.00391844430479793
USD-SOFRCMP-OFFSET2-3M,2020-02-26,2020-02-24,2020-05-26,0.0033371883385493657
USD-SOFRCMP-OFFSET2-3M,2020-02-27,2020-02-25,2020-05-26,0.0032000939156839026
USD-SOFRCMP-OFFSET2-3M,2020-02-28,2020-02-26,2020-05-26,0.0030588487489273675
USD-SOFRCMP-OFFSET2-3M,2020-03-02,2020-02-27,2020-05-27,0.0028898381263360307
USD-SOFRCMP-OFFSET2-3M,2020-03-03,2020-02-28,2020-05-28,0.00272083463943229
USD-SOFRCMP-OFFSET2-3M,2020-03-04,2020-03-02,2020-06-02,0.0021722882439601933
USD-SOFRCMP-OFFSET2-3M,2020-03-05,2020-03-03,2020-06-03,0.0020069864346439203
USD-SOFRCMP-OFFSET2-3M,2020-03-06,2020-03-04,2020-06-04,0.0018351670471339827
USD-SOFRCMP-OFFSET2-3M,2020-03-09,2020-03-05,2020-06-05,0.0017090252672933583
USD-SOFRCMP-OFFSET2-3M,2020-03-10,2020-03-06,2020-06-08,0.0015758152487645673
USD-SOFRCMP-OFFSET2-3M,2020-03-11,2020-03-09,2020-06-09,0.0012588728794941156
USD-SOFRCMP-OFFSET2-3M,2020-03-12,2020-03-10,2020-06-10,0.001149058277361583
USD-SOFRCMP-OFFSET2-3M,2020-03-13,2020-03-11,2020-06-11,0.0010359850905078648
USD-SOFRCMP-OFFSET2-3M,2020-03-16,2020-03-12,2020-06-12,9.196536670423282E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-17,2020-03-13,2020-06-15,7.979383108029027E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-18,2020-03-16,2020-06-16,4.663310435421733E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-19,2020-03-17,2020-06-17,4.478507140207154E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-20,2020-03-18,2020-06-18,3.989328061797429E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-23,2020-03-19,2020-06-19,3.978457418603129E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-24,2020-03-20,2020-06-22,4.1172359852693224E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-25,2020-03-23,2020-06-23,4.1632583253369904E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-26,2020-03-24,2020-06-24,4.2176119034535904E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-27,2020-03-25,2020-06-25,4.293707039767455E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-30,2020-03-26,2020-06-26,4.380673078937477E-4
USD-SOFRCMP-OFFSET2-3M,2020-03-31,2020-03-27,2020-06-29,4.5321754439854616E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-01,2020-03-30,2020-06-30,4.685055209437913E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-02,2020-03-31,2020-06-30,4.7255490089871633E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-03,2020-04-01,2020-07-01,4.824461894280553E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-06,2020-04-02,2020-07-02,4.934365374917652E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-07,2020-04-03,2020-07-06,5.234389367573232E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-08,2020-04-06,2020-07-06,5.373980143136831E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-09,2020-04-07,2020-07-07,5.472894649515903E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-14,2020-04-09,2020-07-09,5.670724404159723E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-15,2020-04-13,2020-07-13,6.066385983281776E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-16,2020-04-14,2020-07-14,6.154311503201595E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-17,2020-04-15,2020-07-15,6.209265014226802E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-20,2020-04-16,2020-07-16,6.319172280451129E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-21,2020-04-17,2020-07-17,6.418089094874068E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-22,2020-04-20,2020-07-20,6.714839785338555E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-23,2020-04-21,2020-07-21,6.824748486546882E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-24,2020-04-22,2020-07-22,6.934657523530571E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-27,2020-04-23,2020-07-23,7.033575931571056E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-28,2020-04-24,2020-07-24,7.132494586947757E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-29,2020-04-27,2020-07-27,7.363304846907338E-4
USD-SOFRCMP-OFFSET2-3M,2020-04-30,2020-04-28,2020-07-28,7.440242177268909E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-01,2020-04-29,2020-07-29,7.53916184933564E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-04,2020-04-30,2020-07-30,7.627090666477295E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-05,2020-05-01,2020-08-03,7.766725900466517E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-06,2020-05-04,2020-08-04,7.946439510252569E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-07,2020-05-05,2020-08-05,7.98992654009058E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-11,2020-05-07,2020-08-07,8.076900744754969E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-12,2020-05-08,2020-08-10,8.139142329404442E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-13,2020-05-11,2020-08-11,8.218233818242962E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-14,2020-05-12,2020-08-12,8.261721138005579E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-15,2020-05-13,2020-08-13,8.29433666404205E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-18,2020-05-14,2020-08-14,8.348695949688751E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-19,2020-05-15,2020-08-17,8.437078163450798E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-20,2020-05-18,2020-08-18,8.566133333647695E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-21,2020-05-19,2020-08-19,8.620492996775051E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-22,2020-05-20,2020-08-20,8.674852735355095E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-26,2020-05-21,2020-08-21,8.740084566596073E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-27,2020-05-22,2020-08-24,8.756298014539594E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-28,2020-05-26,2020-08-26,8.946652512483674E-4
USD-SOFRCMP-OFFSET2-3M,2020-05-29,2020-05-27,2020-08-27,8.957524544732063E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-01,2020-05-28,2020-08-28,8.968396580038877E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-02,2020-05-29,2020-08-31,8.937190406864384E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-03,2020-06-01,2020-09-01,9.033628728426164E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-04,2020-06-02,2020-09-02,9.066244897748061E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-05,2020-06-03,2020-09-03,9.087989022683452E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-08,2020-06-04,2020-09-04,9.131477308829563E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-09,2020-06-05,2020-09-08,9.148448667880384E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-10,2020-06-08,2020-09-08,9.218453002337784E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-11,2020-06-09,2020-09-09,9.240197211848999E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-12,2020-06-10,2020-09-10,9.251069319619585E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-15,2020-06-11,2020-09-11,9.272813547264122E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-16,2020-06-12,2020-09-14,9.277694750878783E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-17,2020-06-15,2020-09-15,9.316301878704436E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-18,2020-06-16,2020-09-16,9.327174004617033E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-19,2020-06-17,2020-09-17,9.338046133475099E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-22,2020-06-18,2020-09-18,9.348918265452411E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-23,2020-06-19,2020-09-21,9.34153974378826E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-24,2020-06-22,2020-09-22,9.33804613052963E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-25,2020-06-23,2020-09-23,9.327173995572094E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-26,2020-06-24,2020-09-24,9.316301860623248E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-29,2020-06-25,2020-09-25,9.305429731695671E-4
USD-SOFRCMP-OFFSET2-3M,2020-06-30,2020-06-26,2020-09-28,9.267053881790792E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-01,2020-06-29,2020-09-29,9.294557608798054E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-02,2020-06-30,2020-09-30,9.283685485891748E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-03,2020-07-01,2020-10-01,9.261941258273278E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-06,2020-07-01,2020-10-01,9.261941258273278E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-07,2020-07-02,2020-10-02,9.229324944023833E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-08,2020-07-06,2020-10-06,9.174965779228288E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-09,2020-07-07,2020-10-07,9.174965779228288E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-10,2020-07-08,2020-10-08,9.16409369556016E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-13,2020-07-09,2020-10-09,9.142349534384193E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-14,2020-07-10,2020-10-13,9.127391152729857E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-15,2020-07-13,2020-10-13,9.09886069255215E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-16,2020-07-14,2020-10-14,9.087988630075766E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-17,2020-07-15,2020-10-15,9.066244517165539E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-20,2020-07-16,2020-10-16,9.033628384153727E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-21,2020-07-17,2020-10-19,9.001034300176853E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-22,2020-07-20,2020-10-20,8.903164658139982E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-23,2020-07-21,2020-10-21,8.859676649867247E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-24,2020-07-22,2020-10-22,8.816188677739512E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-27,2020-07-23,2020-10-23,8.783572725878447E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-28,2020-07-24,2020-10-26,8.745657387802423E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-29,2020-07-27,2020-10-27,8.707469282148958E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-30,2020-07-28,2020-10-28,8.696597328324792E-4
USD-SOFRCMP-OFFSET2-3M,2020-07-31,2020-07-29,2020-10-29,8.674853426854127E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-03,2020-07-30,2020-10-30,8.674853426871504E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-04,2020-07-31,2020-10-30,8.660267320343168E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-05,2020-08-03,2020-11-03,8.65310970960132E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-06,2020-08-04,2020-11-04,8.653109709618697E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-07,2020-08-05,2020-11-05,8.663981651269992E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-10,2020-08-06,2020-11-06,8.685725540680739E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-11,2020-08-07,2020-11-09,8.724376155026418E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-12,2020-08-10,2020-11-10,8.729213189640894E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-13,2020-08-11,2020-11-12,8.753656342160602E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-14,2020-08-12,2020-11-12,8.740084850464655E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-17,2020-08-13,2020-11-13,8.740084850447277E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-18,2020-08-14,2020-11-16,8.745657251817583E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-19,2020-08-17,2020-11-17,8.750956816296606E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-20,2020-08-18,2020-11-18,8.740084850438588E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-21,2020-08-19,2020-11-19,8.718340918765995E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-24,2020-08-20,2020-11-20,8.685725039368704E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-25,2020-08-21,2020-11-23,8.586047487365601E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-26,2020-08-24,2020-11-24,8.598749675058022E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-27,2020-08-25,2020-11-25,8.587877745466645E-4
USD-SOFRCMP-OFFSET2-3M,2020-08-28,2020-08-26,2020-11-27,8.581575167113556E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-01,2020-08-28,2020-11-30,8.596687818466915E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-02,2020-08-31,2020-11-30,8.649275424360742E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-03,2020-09-01,2020-12-01,8.649275424334389E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-04,2020-09-02,2020-12-02,8.63828403825617E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-07,2020-09-03,2020-12-03,8.627292655261199E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-08,2020-09-03,2020-12-03,8.627292655261199E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-09,2020-09-04,2020-12-04,8.6053099014637E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-10,2020-09-08,2020-12-08,8.594319269428463E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-11,2020-09-09,2020-12-09,8.572336527788273E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-14,2020-09-10,2020-12-10,8.56134516308197E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-15,2020-09-11,2020-12-11,8.550353801441345E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-16,2020-09-14,2020-12-14,8.517379890481415E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-17,2020-09-15,2020-12-15,8.506388541024452E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-18,2020-09-16,2020-12-16,8.495397197672493E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-21,2020-09-17,2020-12-17,8.484405857395001E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-22,2020-09-18,2020-12-18,8.473414520130481E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-23,2020-09-21,2020-12-21,8.473414520156834E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-24,2020-09-22,2020-12-22,8.484405860443112E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-25,2020-09-23,2020-12-23,8.484405860407975E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-28,2020-09-24,2020-12-24,8.48440586046068E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-29,2020-09-25,2020-12-28,8.479640918617949E-4
USD-SOFRCMP-OFFSET2-3M,2020-09-30,2020-09-28,2020-12-28,8.495396620613214E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-01,2020-09-29,2020-12-29,8.506387967013283E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-02,2020-09-30,2020-12-30,8.539362024528508E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-05,2020-10-01,2021-01-04,8.485139048548412E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-06,2020-10-02,2021-01-04,8.490281235007626E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-07,2020-10-05,2021-01-05,8.457414880199157E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-08,2020-10-06,2021-01-06,8.479158654858218E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-09,2020-10-07,2021-01-07,8.479158654866906E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-12,2020-10-08,2021-01-08,8.490030548226396E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-13,2020-10-08,2021-01-08,8.490030548226396E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-14,2020-10-09,2021-01-11,8.511562665812458E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-15,2020-10-13,2021-01-13,8.490031282048095E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-16,2020-10-14,2021-01-14,8.479159385682315E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-19,2020-10-15,2021-01-15,8.468287492340203E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-20,2020-10-16,2021-01-19,8.432496307670371E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-21,2020-10-19,2021-01-19,8.413927648036033E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-22,2020-10-20,2021-01-20,8.39218389755763E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-23,2020-10-21,2021-01-21,8.370440153100498E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-26,2020-10-22,2021-01-22,8.337824545485803E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-27,2020-10-23,2021-01-25,8.245548375004611E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-28,2020-10-26,2021-01-26,8.229106433320788E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-29,2020-10-27,2021-01-27,8.163875489934818E-4
USD-SOFRCMP-OFFSET2-3M,2020-10-30,2020-10-28,2021-01-28,8.098644655244507E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-02,2020-10-29,2021-01-29,8.055157492486734E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-03,2020-10-30,2021-01-29,8.044754495977021E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-04,2020-11-02,2021-02-02,7.935568504704643E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-05,2020-11-03,2021-02-03,7.892081559451146E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-06,2020-11-04,2021-02-04,7.859466377643666E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-09,2020-11-05,2021-02-05,7.805107786597864E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-10,2020-11-06,2021-02-08,7.585839726928914E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-11,2020-11-09,2021-02-09,7.446343713200739E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-12,2020-11-09,2021-02-09,7.446343713200739E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-13,2020-11-10,2021-02-10,7.391985695974189E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-16,2020-11-12,2021-02-12,7.305013339500965E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-17,2020-11-13,2021-02-16,7.190139507885437E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-18,2020-11-16,2021-02-16,7.131068834918277E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-19,2020-11-17,2021-02-17,7.087582771394251E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-20,2020-11-18,2021-02-18,7.054968250979453E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-23,2020-11-19,2021-02-19,7.011482235825431E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-24,2020-11-20,2021-02-22,6.862301762722761E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-25,2020-11-23,2021-02-23,6.881024625180767E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-26,2020-11-24,2021-02-24,6.837538779126262E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-27,2020-11-24,2021-02-24,6.837538779126262E-4
USD-SOFRCMP-OFFSET2-3M,2020-11-30,2020-11-25,2021-02-25,6.78318156213785E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-01,2020-11-27,2021-02-26,6.714840747039603E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-02,2020-11-30,2021-02-26,6.670984026552701E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-03,2020-12-01,2021-03-01,6.456062565884935E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-04,2020-12-02,2021-03-02,6.389385287253191E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-07,2020-12-03,2021-03-03,6.344933842292733E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-08,2020-12-04,2021-03-04,6.300482446714994E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-09,2020-12-07,2021-03-08,6.022423882763599E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-10,2020-12-08,2021-03-08,6.000437480464527E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-11,2020-12-09,2021-03-09,5.944873699021969E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-14,2020-12-10,2021-03-10,5.878197272393137E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-15,2020-12-11,2021-03-11,5.811520956902072E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-16,2020-12-14,2021-03-15,5.527847412559214E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-17,2020-12-15,2021-03-15,5.500366827435599E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-18,2020-12-16,2021-03-16,5.411465937807947E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-21,2020-12-17,2021-03-17,5.322565245693411E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-22,2020-12-18,2021-03-18,5.233664751083111E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-23,2020-12-21,2021-03-22,4.923373534012047E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-24,2020-12-22,2021-03-22,4.8780654892688347E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-29,2020-12-24,2021-03-24,4.7558286766857805E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-30,2020-12-28,2021-03-29,4.406830908653504E-4
USD-SOFRCMP-OFFSET2-3M,2020-12-31,2020-12-29,2021-03-29,4.355784807046348E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-04,2020-12-30,2021-03-30,4.255774195423001E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-05,2020-12-31,2021-03-31,4.1668760714674846E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-06,2021-01-04,2021-04-05,3.868314620836133E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-07,2021-01-05,2021-04-05,3.8001742272175676E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-08,2021-01-06,2021-04-06,3.6890528996380567E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-11,2021-01-07,2021-04-07,3.5890439547969777E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-12,2021-01-08,2021-04-08,3.489035259978124E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-13,2021-01-11,2021-04-12,3.197926819230846E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-14,2021-01-12,2021-04-12,3.133451505847873E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-15,2021-01-13,2021-04-13,3.0556678080628785E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-18,2021-01-14,2021-04-14,2.977884261534669E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-19,2021-01-14,2021-04-14,2.977884261534669E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-20,2021-01-15,2021-04-15,2.9001008662898897E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-21,2021-01-19,2021-04-19,2.5889699736758587E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-22,2021-01-20,2021-04-20,2.5222991217077606E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-25,2021-01-21,2021-04-21,2.4667401555866775E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-26,2021-01-22,2021-04-22,2.4334048036678269E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-27,2021-01-25,2021-04-26,2.285778129780185E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-28,2021-01-26,2021-04-26,2.2445052570585489E-4
USD-SOFRCMP-OFFSET2-3M,2021-01-29,2021-01-27,2021-04-27,2.2222818064054906E-4
USD-SOFRCMP-OFFSET2-3M,2021-02-01,2021-01-28,2021-04-28,2.2000583681247576E-4
USD-SOFRCMP-OFFSET2-3M,2021-02-02,2021-01-29,2021-04-29,2.1667232384459112E-4
USD-SOFRCMP-OFFSET2-3M,2021-02-03,2021-02-01,2021-05-03,1.989059383934077E-4
